section_code,section_number,title,description,category,punishment,source
BNSS-303,303,Power of State Government or Central Government to exclude certain persons from operation of section 302,Section 303: Power of State Government or Central Government to exclude certain persons from operation of section 302,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=303&orderno=
BNS-304,304,Snatching,Section 304: Snatching,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=304&orderno=
BNSS-304,304,Officer in charge of prison to abstain from carrying out order in certain contingencies,Section 304: Officer in charge of prison to abstain from carrying out order in certain contingencies,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=304&orderno=
BNS-305,305,"Theft in a dwelling house, or means of transportation or place of worship, etc","Section 305: Theft in a dwelling house, or means of transportation or place of worship, etc",Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=305&orderno=
BNSS-305,305,Prisoner to be brought to Court in custody,Section 305: Prisoner to be brought to Court in custody,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=305&orderno=
BNS-306,306,Theft by clerk or servant of property in possession of master,Section 306: Theft by clerk or servant of property in possession of master,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=306&orderno=
BNSS-306,306,Power to issue commission for examination of witness in prison,Section 306: Power to issue commission for examination of witness in prison,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=306&orderno=
BNS-307,307,"Theft after preparation made for causing death, hurt or restraint in order to committing of theft","Section 307: Theft after preparation made for causing death, hurt or restraint in order to committing of theft",Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=307&orderno=
BNSS-307,307,Language of Courts,Section 307: Language of Courts,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=307&orderno=
BNS-308,308,Extortion,Section 308: Extortion,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=308&orderno=
BNSS-308,308,Evidence to be taken in presence of accused,Section 308: Evidence to be taken in presence of accused,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=308&orderno=
BNS-309,309,Robbery,Section 309: Robbery,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=309&orderno=
BNSS-309,309,Record in summons-cases and inquiries,Section 309: Record in summons-cases and inquiries,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=309&orderno=
BNS-31,31,Communication made in good faith,Section 31: Communication made in good faith,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=31&orderno=
BNSS-31,31,Public when to assist Magistrates and police,Section 31: Public when to assist Magistrates and police,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=31&orderno=
EVIDENCE-31,31,Relevancy of statement as to fact of public nature contained in certain Acts or notifications,Section 31: Relevancy of statement as to fact of public nature contained in certain Acts or notifications,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=31&orderno=
BNS-310,310,Dacoity,Section 310: Dacoity,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=310&orderno=
BNSS-310,310,Record in warrant-cases,Section 310: Record in warrant-cases,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=310&orderno=
BNS-311,311,"Robbery, or dacoity, with attempt to cause death or grievous hurt","Section 311: Robbery, or dacoity, with attempt to cause death or grievous hurt",Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=311&orderno=
BNSS-311,311,Record in trial before Court of Session,Section 311: Record in trial before Court of Session,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=311&orderno=
BNS-312,312,Attempt to commit robbery or dacoity when armed with deadly weapon,Section 312: Attempt to commit robbery or dacoity when armed with deadly weapon,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=312&orderno=
BNSS-312,312,Language of record of evidence,Section 312: Language of record of evidence,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=312&orderno=
BNS-313,313,"Punishment for belonging to gang of robbers, etc","Section 313: Punishment for belonging to gang of robbers, etc",Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=313&orderno=
BNSS-313,313,Procedure in regard to such evidence when completed,Section 313: Procedure in regard to such evidence when completed,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=313&orderno=
BNS-314,314,Dishonest misappropriation of property,Section 314: Dishonest misappropriation of property,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=314&orderno=
BNSS-314,314,Interpretation of evidence to accused or his advocate,Section 314: Interpretation of evidence to accused or his advocate,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=314&orderno=
BNS-315,315,Dishonest misappropriation of property possessed by deceased person at the time of his death,Section 315: Dishonest misappropriation of property possessed by deceased person at the time of his death,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=315&orderno=
BNSS-315,315,Remarks respecting demeanour of witness,Section 315: Remarks respecting demeanour of witness,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=315&orderno=
BNS-316,316,Criminal breach of trust,Section 316: Criminal breach of trust,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=316&orderno=
BNSS-316,316,Record of examination of accused,Section 316: Record of examination of accused,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=316&orderno=
BNS-317,317,Stolen property,Section 317: Stolen property,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=317&orderno=
BNSS-317,317,Interpreter to be bound to interpret truthfully,Section 317: Interpreter to be bound to interpret truthfully,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=317&orderno=
BNS-318,318,Cheating,Section 318: Cheating,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=318&orderno=
BNSS-318,318,Record in High Court,Section 318: Record in High Court,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=318&orderno=
BNS-319,319,Cheating by personation,Section 319: Cheating by personation,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=319&orderno=
BNSS-319,319,When attendance of witness may be dispensed with and commission issued,Section 319: When attendance of witness may be dispensed with and commission issued,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=319&orderno=
BNS-32,32,Act to which a person is compelled by threats,Section 32: Act to which a person is compelled by threats,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=32&orderno=
BNSS-32,32,"Aid to person, other than police officer, executing warrant","Section 32: Aid to person, other than police officer, executing warrant",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=32&orderno=
EVIDENCE-32,32,Relevancy of statements as to any law contained in law books including electronic or digital form,Section 32: Relevancy of statements as to any law contained in law books including electronic or digital form,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=32&orderno=
BNS-320,320,Dishonest or fraudulent removal or concealment of property to prevent distribution among creditors,Section 320: Dishonest or fraudulent removal or concealment of property to prevent distribution among creditors,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=320&orderno=
BNSS-320,320,Commission to whom to be issued,Section 320: Commission to whom to be issued,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=320&orderno=
BNS-321,321,Dishonestly or fraudulently preventing debt being available for creditors,Section 321: Dishonestly or fraudulently preventing debt being available for creditors,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=321&orderno=
BNSS-321,321,Execution of commissions,Section 321: Execution of commissions,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=321&orderno=
BNS-322,322,Dishonest or fraudulent execution of deed of transfer containing false statement of consideration,Section 322: Dishonest or fraudulent execution of deed of transfer containing false statement of consideration,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=322&orderno=
BNSS-322,322,Parties may examine witnesses,Section 322: Parties may examine witnesses,Of Offences Against Property,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=322&orderno=
